"Time differences (ps)"	"Counts per bin"
514	8
516	6
518	6
520	9
522	8
524	6
526	11
528	8
530	6
532	10
534	10
536	6
538	5
540	4
542	5
544	6
546	7
548	6
550	8
552	8
554	4
556	3
558	7
560	9
562	3
564	8
566	8
568	7
570	3
572	5
574	8
576	8
578	5
580	6
582	8
584	5
586	5
588	6
590	5
592	6
594	7
596	7
598	6
600	2
602	5
604	8
606	6
608	3
610	4
612	8
614	8
616	4
618	10
620	7
622	2
624	12
626	6
628	8
630	5
632	5
634	8
636	6
638	7
640	7
642	9
644	7
646	9
648	7
650	6
652	3
654	2
656	6
658	4
660	3
662	7
664	6
666	2
668	5
670	5
672	5
674	5
676	5
678	5
680	4
682	11
684	11
686	6
688	4
690	9
692	1
694	5
696	4
698	10
700	5
702	4
704	2
706	6
708	3
710	12
712	4
714	5
716	5
718	5
720	4
722	6
724	1
726	5
728	10
730	5
732	5
734	4
736	10
738	5
740	8
742	6
744	3
746	7
748	6
750	3
752	4
754	3
756	3
758	8
760	5
762	5
764	7
766	8
768	5
770	3
772	12
774	11
776	4
778	8
780	6
782	10
784	13
786	11
788	8
790	8
792	8
794	15
796	14
798	18
800	13
802	15
804	16
806	16
808	9
810	17
812	17
814	16
816	16
818	12
820	18
822	14
824	20
826	18
828	17
830	30
832	23
834	29
836	25
838	14
840	25
842	25
844	30
846	36
848	26
850	33
852	49
854	38
856	45
858	43
860	34
862	45
864	43
866	66
868	43
870	62
872	54
874	50
876	76
878	58
880	73
882	66
884	88
886	97
888	83
890	97
892	104
894	96
896	103
898	121
900	118
902	130
904	129
906	127
908	151
910	164
912	158
914	159
916	181
918	191
920	203
922	229
924	244
926	244
928	278
930	269
932	303
934	319
936	326
938	320
940	379
942	371
944	464
946	464
948	537
950	488
952	529
954	595
956	639
958	641
960	672
962	740
964	738
966	854
968	826
970	949
972	893
974	1013
976	1035
978	1085
980	1163
982	1203
984	1169
986	1281
988	1245
990	1291
992	1384
994	1391
996	1461
998	1439
1000	1504
1002	1450
1004	1530
1006	1519
1008	1523
1010	1548
1012	1490
1014	1528
1016	1507
1018	1466
1020	1472
1022	1493
1024	1448
1026	1497
1028	1444
1030	1387
1032	1392
1034	1349
1036	1278
1038	1323
1040	1193
1042	1171
1044	1150
1046	1086
1048	1061
1050	970
1052	1017
1054	905
1056	849
1058	815
1060	820
1062	744
1064	721
1066	711
1068	663
1070	598
1072	574
1074	548
1076	466
1078	507
1080	481
1082	498
1084	394
1086	408
1088	331
1090	312
1092	296
1094	282
1096	289
1098	280
1100	228
1102	227
1104	208
1106	224
1108	200
1110	195
1112	139
1114	187
1116	157
1118	139
1120	136
1122	127
1124	119
1126	107
1128	107
1130	110
1132	83
1134	87
1136	66
1138	70
1140	79
1142	64
1144	62
1146	57
1148	36
1150	45
1152	57
1154	44
1156	42
1158	46
1160	56
1162	28
1164	36
1166	26
1168	27
1170	21
1172	26
1174	22
1176	21
1178	25
1180	18
1182	18
1184	16
1186	12
1188	21
1190	18
1192	8
1194	15
1196	15
1198	13
1200	15
1202	17
1204	9
1206	13
1208	9
1210	12
1212	11
1214	15
1216	13
1218	6
1220	10
1222	5
1224	7
1226	10
1228	3
1230	5
1232	5
1234	7
1236	9
1238	9
1240	0
1242	5
1244	6
1246	2
1248	5
1250	6
1252	4
1254	4
1256	2
1258	5
1260	1
1262	8
1264	5
1266	6
1268	2
1270	6
1272	3
1274	6
1276	6
1278	4
1280	2
1282	6
1284	1
1286	6
1288	2
1290	4
1292	4
1294	3
1296	6
1298	6
1300	5
1302	7
1304	2
1306	3
1308	6
1310	5
1312	3
1314	6
1316	1
1318	1
1320	5
1322	7
1324	4
1326	7
1328	2
1330	1
1332	2
1334	5
1336	1
1338	4
1340	3
1342	4
1344	0
1346	2
1348	1
1350	3
1352	2
1354	1
1356	4
1358	6
1360	0
1362	6
1364	4
1366	6
1368	2
1370	8
1372	3
1374	4
1376	4
1378	3
1380	5
1382	4
1384	4
1386	3
1388	7
1390	1
1392	5
1394	9
1396	4
1398	3
1400	3
1402	1
1404	5
1406	8
1408	4
1410	3
1412	4
1414	3
1416	5
1418	5
1420	2
1422	2
1424	7
1426	5
1428	4
1430	5
1432	5
1434	2
1436	4
1438	4
1440	5
1442	3
1444	2
1446	1
1448	6
1450	3
1452	7
1454	0
1456	5
1458	7
1460	2
1462	5
1464	3
1466	6
1468	5
1470	8
1472	3
1474	5
1476	10
1478	7
1480	4
1482	5
1484	3
1486	8
1488	13
1490	5
1492	6
1494	4
1496	5
1498	6
1500	5
1502	6
1504	8
1506	4
1508	6
1510	5
1512	5
1514	8
1516	7
1518	8
1520	10
1522	10
1524	7
1526	4
1528	10
1530	6
1532	7
1534	12
1536	6
1538	3
1540	6
1542	7
1544	5
1546	4
1548	6
1550	4
1552	6
1554	10
1556	10
1558	6
1560	3
1562	2
1564	2
1566	5
1568	7
1570	5
1572	4
1574	6
1576	5
1578	2
1580	13
1582	5
1584	3
1586	4
1588	4
1590	9
1592	9
1594	9
1596	3
1598	8
1600	4
1602	6
1604	4
1606	11
1608	11
1610	4
1612	9
1614	10
1616	6
1618	4
1620	9
1622	14
1624	4
1626	9
1628	9
1630	10
1632	9
1634	1
1636	7
1638	7
1640	6
1642	7
1644	8
1646	5
1648	6
1650	4
1652	4
1654	13
1656	5
1658	11
1660	7
1662	3
1664	10
1666	6
1668	6
1670	6
1672	6
1674	10
1676	4
1678	8
1680	8
1682	5
1684	4
1686	5
1688	3
1690	4
1692	4
1694	5
1696	6
1698	4
1700	7
1702	9
1704	4
1706	5
1708	3
1710	8
1712	4
1714	6
1716	5
1718	8
1720	4
1722	4
1724	10
1726	4
1728	6
1730	6
1732	8
1734	3
1736	5
1738	6
1740	9
1742	4
1744	4
1746	7
1748	2
1750	4
1752	2
1754	10
1756	5
1758	7
1760	5
1762	3
1764	5
1766	4
1768	3
1770	6
1772	4
1774	9
1776	6
1778	7
1780	4
1782	8
1784	5
1786	6
1788	15
1790	12
1792	15
1794	11
1796	12
1798	12
1800	14
1802	15
1804	12
1806	6
1808	15
1810	14
1812	7
1814	5
1816	18
1818	20
1820	22
1822	22
1824	19
1826	11
1828	24
1830	23
1832	19
1834	16
1836	29
1838	23
1840	20
1842	29
1844	25
1846	33
1848	29
1850	32
1852	31
1854	40
1856	35
1858	36
1860	30
1862	51
1864	39
1866	41
1868	61
1870	46
1872	62
1874	56
1876	49
1878	51
1880	55
1882	62
1884	59
1886	78
1888	70
1890	86
1892	107
1894	87
1896	102
1898	103
1900	90
1902	105
1904	114
1906	120
1908	122
1910	127
1912	151
1914	162
1916	162
1918	157
1920	179
1922	199
1924	226
1926	211
1928	227
1930	245
1932	284
1934	253
1936	283
1938	299
1940	340
1942	337
1944	387
1946	397
1948	428
1950	481
1952	512
1954	488
1956	534
1958	558
1960	636
1962	703
1964	673
1966	715
1968	744
1970	858
1972	838
1974	877
1976	938
1978	983
1980	1031
1982	1091
1984	1111
1986	1132
1988	1221
1990	1210
1992	1274
1994	1297
1996	1339
1998	1385
2000	1471
2002	1397
2004	1463
2006	1446
2008	1558
2010	1514
2012	1545
2014	1501
2016	1476
2018	1544
2020	1575
2022	1528
2024	1546
2026	1457
2028	1470
2030	1494
2032	1448
2034	1404
2036	1380
2038	1365
2040	1337
2042	1309
2044	1175
2046	1143
2048	1156
2050	1091
2052	1076
2054	1096
2056	988
2058	947
2060	870
2062	854
2064	839
2066	773
2068	754
2070	706
2072	660
2074	682
2076	577
2078	575
2080	526
2082	483
2084	464
2086	460
2088	412
2090	420
2092	357
2094	348
2096	347
2098	292
2100	303
2102	275
2104	254
2106	206
2108	235
2110	210
2112	196
2114	155
2116	160
2118	168
2120	142
2122	165
2124	128
2126	132
2128	116
2130	129
2132	101
2134	104
2136	93
2138	79
2140	74
2142	87
2144	68
2146	68
2148	61
2150	52
2152	54
2154	61
2156	35
2158	48
2160	41
2162	45
2164	33
2166	38
2168	31
2170	40
2172	26
2174	34
2176	26
2178	24
2180	19
2182	17
2184	27
2186	18
2188	14
2190	23
2192	14
2194	19
2196	21
2198	11
2200	18
2202	13
2204	11
2206	9
2208	9
2210	9
2212	8
2214	6
2216	12
2218	13
2220	8
2222	11
2224	6
2226	14
2228	5
2230	5
2232	6
2234	7
2236	11
2238	6
2240	8
2242	6
2244	1
2246	10
2248	3
2250	7
2252	5
2254	2
2256	4
2258	6
2260	3
2262	3
2264	6
2266	2
2268	6
2270	1
2272	4
